GENDER,PROVINCE,RACE,AGE_GROUP,RECORD_DATE,DAY_OF_WEEK,MONTH_OF_YEAR,CHANNEL2,DURATION_CATEGORY,NUMBER_OF_USERS,NUMBER_OF_SESSIONS,AVG_DURATION
male,Free State,black,Young Adults,2016-03-03,Thu,Mar,Channel O,Medium,1,1,01:23:03
male,Kwazulu Natal,black,Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:04:03
male,Limpopo,black,Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:02:21
male,Gauteng,black,Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:07:45
male,Gauteng,coloured,Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:19:27
None,None,None,Under 18,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:05:39
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,Channel O,Short,2,2,00:12:39
male,Mpumalanga,black,Young Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:15:06
male,Northern Cape,coloured,Young Adults,2016-03-03,Thu,Mar,Channel O,Short,1,1,00:01:06
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,DStv Events 1,Short,1,1,00:01:05
male,Gauteng,indian_asian,Adults,2016-03-03,Thu,Mar,E! Entertainment,Short,1,1,00:19:16
male,Western Cape,other,Adults,2016-03-03,Thu,Mar,E! Entertainment,Short,1,1,00:15:50
None,None,None,Under 18,2016-03-03,Thu,Mar,E! Entertainment,Short,1,1,00:01:02
male,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,E! Entertainment,Short,2,2,00:01:26
male,Western Cape,white,Young Adults,2016-03-03,Thu,Mar,E! Entertainment,Short,1,1,00:00:38
male,Kwazulu Natal,black,Young Adults,2016-03-03,Thu,Mar,E! Entertainment,Short,1,1,00:00:54
female,Western Cape,coloured,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Medium,1,1,02:09:56
female,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Medium,1,1,01:23:20
male,Eastern Cape,black,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:56
male,Western Cape,coloured,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,3,3,00:07:26
male,Gauteng,white,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,3,4,00:02:47
male,North West,black,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:00
male,Gauteng,None,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:14:06
male,Eastern Cape,white,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:28
male,Eastern Cape,None,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:00
male,Kwazulu Natal,black,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,2,00:15:23
male,Western Cape,white,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,3,00:05:25
male,Gauteng,indian_asian,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:07:30
male,Western Cape,black,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:21:34
male,Kwazulu Natal,None,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:40
male,Gauteng,black,Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,4,5,00:16:18
male,Gauteng,black,Seniors,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:07:50
male,Limpopo,coloured,Under 18,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:48
male,Gauteng,indian_asian,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:06
male,Limpopo,indian_asian,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,2,00:02:41
male,Gauteng,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,2,00:04:38
male,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:04:02
male,North West,black,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:04:24
male,Gauteng,None,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:17:04
male,Kwazulu Natal,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:40
male,Western Cape,None,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:32:46
male,Eastern Cape,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:20
male,Northern Cape,coloured,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:10
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,2,00:02:40
male,Mpumalanga,black,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,2,2,00:04:04
male,Limpopo,black,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:09:26
male,Eastern Cape,black,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:29:48
male,North West,white,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,3,3,00:12:40
male,Gauteng,white,Young Adults,2016-03-03,Thu,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:14
male,Gauteng,white,Adults,2016-03-03,Thu,Mar,M-Net,Short,1,1,00:03:58
male,Kwazulu Natal,black,Adults,2016-03-03,Thu,Mar,M-Net,Short,1,1,00:02:47
male,Western Cape,black,Young Adults,2016-03-03,Thu,Mar,M-Net,Short,1,1,00:06:57
male,Northern Cape,coloured,Young Adults,2016-03-03,Thu,Mar,MK,Short,1,1,00:00:21
male,Gauteng,black,Adults,2016-03-03,Thu,Mar,SawSee,Short,2,2,00:01:53
male,Western Cape,coloured,Adults,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:01:19
None,None,None,Under 18,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:03:17
male,Limpopo,indian_asian,Young Adults,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:00:36
female,Gauteng,None,Young Adults,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:01:15
male,Kwazulu Natal,coloured,Young Adults,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:01:28
male,Gauteng,white,Young Adults,2016-03-03,Thu,Mar,SawSee,Short,1,1,00:00:21
male,Mpumalanga,black,Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:02:54
male,Gauteng,white,Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,2,2,00:01:06
male,North West,black,Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:17:08
male,Kwazulu Natal,white,Seniors,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:06:54
None,None,None,Under 18,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:00:00
male,Western Cape,black,Under 18,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:23:22
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:00:00
female,Gauteng,None,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,2,2,00:00:33
male,Gauteng,coloured,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:00:16
male,Free State,black,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,2,00:08:29
male,Limpopo,black,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:16:50
male,Eastern Cape,black,Young Adults,2016-03-03,Thu,Mar,SuperSport Blitz,Short,1,1,00:00:00
male,Western Cape,coloured,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:26
male,Gauteng,black,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,2,2,00:00:35
male,Kwazulu Natal,indian_asian,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:11:42
male,Limpopo,indian_asian,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:08
male,Eastern Cape,black,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:07:34
male,Western Cape,white,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:06
male,North West,black,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,2,2,00:00:49
male,Gauteng,indian_asian,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,3,5,00:05:20
male,Kwazulu Natal,black,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:44
female,Western Cape,coloured,Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:00
male,Mpumalanga,indian_asian,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:41:12
male,Western Cape,black,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,2,2,00:02:08
male,Gauteng,indian_asian,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:04
male,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:00
male,Limpopo,indian_asian,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,2,2,00:17:41
male,Gauteng,white,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,3,3,00:02:11
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,4,4,00:00:11
male,Mpumalanga,black,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:22
male,Free State,white,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,2,2,00:02:22
male,Limpopo,None,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:00:10
male,Northern Cape,indian_asian,Young Adults,2016-03-03,Thu,Mar,Supersport Live Events,Short,1,1,00:08:56
male,Gauteng,black,Adults,2016-03-03,Thu,Mar,Trace TV,Short,2,2,00:02:51
female,Northern Cape,black,Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:01:48
male,Kwazulu Natal,black,Adults,2016-03-03,Thu,Mar,Trace TV,Short,2,2,00:00:36
female,Mpumalanga,indian_asian,Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:00:57
male,North West,black,Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:02:09
male,Western Cape,black,Under 18,2016-03-03,Thu,Mar,Trace TV,Short,1,2,00:12:38
male,Western Cape,white,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:00:48
male,Northern Cape,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:01:15
female,Mpumalanga,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:13:33
male,Kwazulu Natal,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:00:00
female,Gauteng,None,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:00:24
male,Eastern Cape,white,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:01:15
male,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,2,2,00:19:05
female,Western Cape,coloured,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:29:12
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,4,4,00:08:44
male,Gauteng,indian_asian,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:03:33
male,Mpumalanga,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:18:30
female,Gauteng,indian_asian,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:03:57
male,Gauteng,coloured,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:10:45
male,Free State,black,Young Adults,2016-03-03,Thu,Mar,Trace TV,Short,1,1,00:05:18
male,Gauteng,black,Young Adults,2016-03-03,Thu,Mar,Vuzu,Short,1,1,00:00:28
male,Kwazulu Natal,black,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:19
female,Limpopo,black,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:01:30
male,Mpumalanga,black,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:32:29
male,Northern Cape,coloured,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:19
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:28
male,Limpopo,None,Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:29
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Africa Magic,Short,3,4,00:05:09
female,North West,black,Young Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:54
male,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:03:58
male,Kwazulu Natal,black,Young Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:52
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,Africa Magic,Short,1,1,00:00:48
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,1,00:01:55
male,Western Cape,None,Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,1,00:07:46
male,Gauteng,coloured,Young Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,1,00:22:16
male,Kwazulu Natal,black,Young Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,2,00:03:37
male,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,1,00:08:04
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Boomerang,Short,1,1,00:02:33
male,Mpumalanga,None,Adults,2016-03-04,Fri,Mar,CNN,Short,1,1,00:06:55
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,CNN,Short,1,1,00:00:54
male,Gauteng,white,Adults,2016-03-04,Fri,Mar,CNN,Short,1,1,00:00:00
male,Western Cape,black,Young Adults,2016-03-04,Fri,Mar,CNN,Short,1,1,00:14:59
male,Limpopo,black,Young Adults,2016-03-04,Fri,Mar,CNN,Short,1,1,00:07:45
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,2,2,00:01:45
female,Gauteng,indian_asian,Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:36
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:03
male,Eastern Cape,coloured,Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:26
male,Northern Cape,coloured,Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:03
male,Eastern Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:22:29
female,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:17
male,Northern Cape,white,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:37
male,Mpumalanga,white,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:00:57
female,Gauteng,indian_asian,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,1,1,00:03:27
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,Cartoon Network,Short,2,2,00:04:44
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Medium,1,1,01:47:00
male,Western Cape,black,Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:02:51
male,Limpopo,black,Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:00:09
None,None,None,Under 18,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:02:12
male,Gauteng,black,Under 18,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:12:12
male,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:04:48
male,North West,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:02:03
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,2,2,00:24:47
male,Kwazulu Natal,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:00:06
male,Eastern Cape,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:09:39
male,Kwazulu Natal,None,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,2,2,00:06:26
male,Limpopo,black,Young Adults,2016-03-04,Fri,Mar,Channel O,Short,1,1,00:00:00
female,Eastern Cape,white,Adults,2016-03-04,Fri,Mar,DStv Events 1,Short,1,1,00:00:45
male,Kwazulu Natal,indian_asian,Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:00:44
male,Gauteng,coloured,Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:00:52
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:01:50
male,North West,black,Young Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:00:40
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:01:00
female,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:46:38
male,Free State,coloured,Young Adults,2016-03-04,Fri,Mar,E! Entertainment,Short,1,1,00:01:06
male,Gauteng,white,Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,3,3,00:03:19
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:48
male,Kwazulu Natal,indian_asian,Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:00
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,2,2,00:10:15
male,Gauteng,indian_asian,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:00
male,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:50
male,Eastern Cape,black,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:01:28
male,Mpumalanga,indian_asian,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:58
male,Western Cape,None,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:02:38
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:00:38
male,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:09:38
male,Kwazulu Natal,black,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,1,1,00:02:06
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,ICC Cricket World Cup 2011,Short,2,2,00:04:45
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,M-Net,Short,1,1,00:00:10
male,Free State,black,Young Adults,2016-03-04,Fri,Mar,MK,Short,1,1,00:01:23
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,MK,Short,1,1,00:00:44
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,SawSee,Short,1,1,00:00:14
male,Western Cape,white,Adults,2016-03-04,Fri,Mar,SawSee,Short,1,1,00:00:41
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,SawSee,Short,2,2,00:05:48
male,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,SawSee,Short,1,1,00:01:48
male,Limpopo,black,Young Adults,2016-03-04,Fri,Mar,SawSee,Short,1,1,00:03:58
male,Free State,black,Young Adults,2016-03-04,Fri,Mar,SawSee,Short,1,1,00:00:05
male,Limpopo,black,Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:04:14
male,North West,black,Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:51:46
male,Kwazulu Natal,indian_asian,Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:16:50
male,Gauteng,white,Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,2,2,00:03:41
None,None,None,Under 18,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:16:42
male,Kwazulu Natal,black,Under 18,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:21:36
male,Kwazulu Natal,white,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:00:24
female,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:00:18
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:02:22
male,Kwazulu Natal,other,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:00:00
male,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:00:52
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:05:18
male,Kwazulu Natal,indian_asian,Young Adults,2016-03-04,Fri,Mar,SuperSport Blitz,Short,1,1,00:00:00
male,Gauteng,white,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Medium,1,1,01:24:20
male,Kwazulu Natal,indian_asian,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Medium,1,1,02:09:50
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Medium,1,1,01:39:58
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Medium,2,2,01:09:14
male,Eastern Cape,coloured,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:04:24
female,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:02:50
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:06:19
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,3,3,00:05:32
male,Western Cape,white,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:00:00
male,North West,white,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:08:03
male,Gauteng,white,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,3,3,00:13:23
male,Eastern Cape,black,Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:06:00
male,Western Cape,coloured,Seniors,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:01:20
male,Gauteng,None,Seniors,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:02:50
male,Western Cape,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:14:58
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:01:39
male,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,4,5,00:10:08
male,Western Cape,None,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:00:00
male,Western Cape,black,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,2,00:00:34
female,Eastern Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:08:50
female,Eastern Cape,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:02:16
male,North West,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:28:18
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:00:58
male,Gauteng,None,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:00:12
male,Free State,white,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,1,1,00:01:34
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,Supersport Live Events,Short,2,2,00:04:06
male,Free State,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Medium,1,1,02:24:54
female,Western Cape,indian_asian,Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:01:03
male,Gauteng,black,Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:01:30
male,North West,black,Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:00:24
male,Western Cape,coloured,Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:19:06
None,None,None,Under 18,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:01:00
male,Free State,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:02:36
male,Gauteng,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,2,2,00:05:38
male,Western Cape,coloured,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,3,3,00:12:51
male,Gauteng,white,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,2,2,00:02:32
male,Northern Cape,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:00:00
male,Mpumalanga,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,2,3,00:13:02
male,Kwazulu Natal,black,Young Adults,2016-03-04,Fri,Mar,Trace TV,Short,1,1,00:01:12
male,Limpopo,black,Young Adults,2016-03-04,Fri,Mar,Vuzu,Short,1,1,00:00:09
male,Kwazulu Natal,None,Young Adults,2016-03-04,Fri,Mar,Vuzu,Short,1,1,00:00:13
male,Limpopo,black,Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:02:15
male,Northern Cape,black,Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:24:22
male,Eastern Cape,other,Under 18,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:00:49
male,Gauteng,black,Young Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:00:31
male,Western Cape,black,Young Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:00:52
male,Mpumalanga,black,Young Adults,2016-03-05,Sat,Mar,Africa Magic,Short,2,2,00:06:45
male,Kwazulu Natal,black,Young Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:00:14
male,Northern Cape,coloured,Young Adults,2016-03-05,Sat,Mar,Africa Magic,Short,1,1,00:22:56
female,Western Cape,coloured,Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:00:51
male,Mpumalanga,black,Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:12:00
None,None,None,Under 18,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:14:27
male,Limpopo,black,Young Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:01:13
male,Gauteng,black,Young Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:32:23
male,Mpumalanga,black,Young Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,2,00:04:04
male,Western Cape,coloured,Young Adults,2016-03-05,Sat,Mar,Boomerang,Short,1,1,00:01:51
male,Gauteng,indian_asian,Young Adults,2016-03-05,Sat,Mar,CNN,Short,1,1,00:00:14
male,Kwazulu Natal,black,Young Adults,2016-03-05,Sat,Mar,CNN,Short,1,1,00:00:41
male,Western Cape,coloured,Young Adults,2016-03-05,Sat,Mar,CNN,Short,1,1,00:02:39
